module,type,name,res_id,src,value,comments
account,model,"mail.template,body_html",account.email_template_edi_invoice,"
<p>Dear ${object.partner_id.name}
% set access_action = object.get_access_action()
% set access_url = access_action['type'] == 'ir.actions.act_url' and access_action['url'] or '/report/pdf/account.report_invoice/' + str(object.id)
% set is_online = access_action and access_action['type'] == 'ir.actions.act_url'

% if object.partner_id.parent_id:
    (<i>${object.partner_id.parent_id.name}</i>)
% endif
,</p>
<p>Here is your invoice <strong>${object.number}</strong>
% if object.origin:
(with reference: ${object.origin} )
% endif
amounting in <strong>${object.amount_total} ${object.currency_id.name}</strong>
from ${object.company_id.name}.
</p>

% if is_online:
    <br/><br/>
    <center>
      <a href=""${access_url}"" style=""background-color: #1abc9c; padding: 20px; text-decoration: none; color: #fff; border-radius: 5px; font-size: 16px;"" class=""o_default_snippet_text"">View Invoice</a>
    </center>
% endif
    <br/><br/>

% if object.state=='paid':
    <p>This invoice is already paid.</p>
% else:
    <p>Please remit payment at your earliest convenience.</p>
% endif

<p>Thank you,</p>
% if object.user_id and object.user_id.signature:
    ${object.user_id.signature | safe}
% endif
","
<p>Dear ${object.partner_id.name}
% set access_action = object.get_access_action()
% set access_url = access_action['type'] == 'ir.actions.act_url' and access_action['url'] or '/report/pdf/account.report_invoice/' + str(object.id)
% set is_online = access_action and access_action['type'] == 'ir.actions.act_url'

% if object.partner_id.parent_id:
    (<i>${object.partner_id.parent_id.name}</i>)
% endif
,</p>
<p>Here is your invoice <strong>${object.number}</strong>
% if object.origin:
(with reference: ${object.origin} )
% endif
amounting in <strong>${object.amount_total} ${object.currency_id.name}</strong>
from ${object.company_id.name}.
</p>

% if is_online:
    <br/><br/>
    <center>
      <a href=""${access_url}"" style=""background-color: #1abc9c; padding: 20px; text-decoration: none; color: #fff; border-radius: 5px; font-size: 16px;"" class=""o_default_snippet_text"">View Invoice</a>
    </center>
% endif
    <br/><br/>

% if object.state=='paid':
    <p>This invoice is already paid.</p>
% else:
    <p>Please remit payment at your earliest convenience.</p>
% endif

<p>Thank you,</p>
% if object.user_id and object.user_id.signature:
    ${object.user_id.signature | safe}
% endif
",
account,model,"ir.model.fields,help",account.field_account_invoice_state," * The 'Draft' status is used when a user is encoding a new and unconfirmed Invoice.
 * The 'Pro-forma' status is used when the invoice does not have an invoice number.
 * The 'Open' status is used when user creates invoice, an invoice number is generated. It stays in the open status till the user pays the invoice.
 * The 'Paid' status is set automatically when the invoice is paid. Its related journal entries may or may not be reconciled.
 * The 'Cancelled' status is used when user cancel invoice."," * The 'Draft' status is used when a user is encoding a new and unconfirmed Invoice.
 * The 'Pro-forma' status is used when the invoice does not have an invoice number.
 * The 'Open' status is used when user creates invoice, an invoice number is generated. It stays in the open status till the user pays the invoice.
 * The 'Paid' status is set automatically when the invoice is paid. Its related journal entries may or may not be reconciled.
 * The 'Cancelled' status is used when user cancel invoice.",
account,code,addons/account/static/src/js/account_reconciliation_widgets.js,1527, seconds,秒,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_chart_template_code_digits,# of Digits,# 數字,
account,model,"ir.model.fields,field_description",account.field_wizard_multi_charts_accounts_code_digits,# of Digits,# 數字,
account,model,"ir.model.fields,field_description",account.field_account_config_settings_code_digits,# of Digits *,# of Digits *,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report_nbr,# of Lines,行數 #,
account,model,"ir.model.fields,field_description",account.field_account_move_line_reconcile_trans_nbr,# of Transaction,# 處理,
account,model,"mail.template,subject",account.email_template_edi_invoice,${object.company_id.name} Invoice (Ref ${object.number or 'n/a'}),${object.company_id.name|safe} 發票 (Ref ${object.number or 'n/a'}),
account,model,"mail.template,subject",account.mail_template_data_notification_email_account_invoice,${object.subject},${object.subject},
account,code,addons/account/models/account_bank_statement.py,469,%d transactions were automatically reconciled.,%d 筆交易已自動沖帳,
account,code,addons/account/models/account.py,628,%s (Copy),%s (副本),
account,code,addons/account/models/account.py,170,%s (copy),%s (副本),
account,code,addons/account/models/account.py,342,%s (copy),%s (副本),
account,code,addons/account/models/account.py,343,%s (copy),%s (副本),
account,model,"ir.ui.view,arch_db",account.external_layout_footer,&amp;bull;,&amp;bull;,
account,model,"ir.ui.view,arch_db",account.account_planner,", if accounting or purchase is installed",，如果會計或採購模組已安裝,
account,model,"ir.ui.view,arch_db",account.view_account_form,-> Reconcile,-> 核銷,
account,model,"ir.ui.view,arch_db",account.view_move_line_form,-> View partially reconciled entries,-> View partially reconciled entries,
account,code,addons/account/models/account_bank_statement.py,470,1 transaction was automatically reconciled.,一筆交易已自動沖帳,
account,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,15日,
account,model,"account.payment.term,name",account.account_payment_term_net,30 Net Days,30天,
account,model,"ir.ui.view,arch_db",account.account_planner,"5) For setup, you will need the following information:",5) 您需要以下資訊以進行設定：,
account,model,"ir.ui.view,arch_db",account.report_generalledger,: General ledger,總帳,
account,code,addons/account/models/account.py,397,: Refund,: Refund,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,: Trial Balance,試算表,
account,model,"mail.template,body_html",account.mail_template_data_notification_email_account_invoice,"<html>
                <head></head>
                % set record = ctx.get('record')
                % set company = record and record.company_id or user.company_id
                <body style=""margin: 0; padding: 0;"">
                <table border=""0"" width=""100%"" cellpadding=""0"" bgcolor=""#ededed"" style=""padding: 20px; background-color: #ededed"" summary=""o_mail_notification"">
                    <tbody>

                      <!-- HEADER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"">
                                  <span style=""font-size:20px; color:white; font-weight: bold;"">
                                      Invoice ${object.record_name}
                                  </span>
                              </td>
                              <td valign=""middle"" align=""right"">
                                  <img src=""/logo.png?company=${company.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${company.name}"">
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>

                      <!-- CONTENT -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#ffffff"" style=""min-width: 590px; background-color: rgb(255, 255, 255); padding: 20px;"">
                            <tbody>
                              <td valign=""top"" style=""font-family:Arial,Helvetica,sans-serif; color: #555; font-size: 14px;"">
                                ${object.body | safe}
                              </td>
                            </tbody>
                          </table>
                        </td>
                      </tr>

                      <!-- FOOTER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"" align=""left"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                ${company.name}<br/>
                                ${company.phone or ''}
                              </td>
                              <td valign=""middle"" align=""right"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                % if company.email:
                                <a href=""mailto:${company.email}"" style=""text-decoration:none; color: white;"">${company.email}</a><br/>
                                % endif
                                % if company.website:
                                    <a href=""${company.website}"" style=""text-decoration:none; color: white;"">
                                        ${company.website}
                                    </a>
                                % endif
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>
                      <tr>
                        <td align=""center"">
                            Powered by <a href=""https://www.odoo.com"">Odoo</a>.
                        </td>
                      </tr>
                    </tbody>
                </table>
                </body>
                </html>
            ","<html>
                <head></head>
                % set record = ctx.get('record')
                % set company = record and record.company_id or user.company_id
                <body style=""margin: 0; padding: 0;"">
                <table border=""0"" width=""100%"" cellpadding=""0"" bgcolor=""#ededed"" style=""padding: 20px; background-color: #ededed"" summary=""o_mail_notification"">
                    <tbody>

                      <!-- HEADER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"">
                                  <span style=""font-size:20px; color:white; font-weight: bold;"">
                                      Invoice ${object.record_name}
                                  </span>
                              </td>
                              <td valign=""middle"" align=""right"">
                                  <img src=""/logo.png?company=${company.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${company.name}"">
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>

                      <!-- CONTENT -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#ffffff"" style=""min-width: 590px; background-color: rgb(255, 255, 255); padding: 20px;"">
                            <tbody>
                              <td valign=""top"" style=""font-family:Arial,Helvetica,sans-serif; color: #555; font-size: 14px;"">
                                ${object.body | safe}
                              </td>
                            </tbody>
                          </table>
                        </td>
                      </tr>

                      <!-- FOOTER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"" align=""left"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                ${company.name}<br/>
                                ${company.phone or ''}
                              </td>
                              <td valign=""middle"" align=""right"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                % if company.email:
                                <a href=""mailto:${company.email}"" style=""text-decoration:none; color: white;"">${company.email}</a><br/>
                                % endif
                                % if company.website:
                                    <a href=""${company.website}"" style=""text-decoration:none; color: white;"">
                                        ${company.website}
                                    </a>
                                % endif
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>
                      <tr>
                        <td align=""center"">
                            Powered by <a href=""https://www.odoo.com"">Odoo</a>.
                        </td>
                      </tr>
                    </tbody>
                </table>
                </body>
                </html>
            ",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Now","<span class=""fa fa-arrow-circle-o-down""/> 立即安裝",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""fa""/> Invite Your Users","<span class=""fa""/> 邀請您的使用者",
account,model,"ir.ui.view,arch_db",account.partner_view_buttons,"<span class=""o_stat_text"">Invoiced</span>","<span class=""o_stat_text"">已立帳</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import a file</strong><br/>
                                        <span class=""small"">Recommended if &gt;100 products</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""></span>
                                        <strong>匯入檔案</strong><br/>
                                        <span class=""small"">當多於 100 個產品時建議使用</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import</strong><br/>
                                        <span class=""small"">&gt; 200 contacts</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""></span>
                                        <strong>匯入</strong><br/>
                                        <span class=""small"">&gt; 200 聯絡人</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">&lt; 200 contacts</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> 手動建立</strong><br/>
                                        <span class=""small"">&lt; 200 聯絡人</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">Recommended if &lt;100 products</span>
                                    </span>","<span class=""panel-title"">
<span class=""fa"" data-icon=""&#57440;""/>
<strong>手動建立</strong><br/>
<span class=""small"">如果&lt;100 件產品則建議</span>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Accountant</strong> (Advanced access)
                                    </span>","<span class=""panel-title"">
<strong>會計師</strong>(進階控制)
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Advisor</strong> (Full access)
                                    </span>","<span class=""panel-title"">
<strong>顧問</strong> (完整存取)
 </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Billing</strong> (Limited access)
                                    </span>","<span class=""panel-title"">
<strong>開單</strong> (限制存取)
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Customer follow-up</strong>
                                    </span>","<span class=""panel-title"">
<strong>跟進客戶</strong>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Invoice payment by Check</strong>
                                    </span>","<span class=""panel-title"">
<strong>以支票支付發票</strong>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Invoice payment by Wire Transfer</strong>
                                    </span>","<span class=""panel-title"">
<strong>通過電匯付款</strong>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Pay your bills</strong>
                                    </span>","<span class=""panel-title"">
<strong>ˊ支付帳單</strong>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Reconcile Bank Statements</strong>
                                    </span>","<span class=""panel-title"">
<strong>核銷銀行月結單</strong>
</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Record your Bills</strong>
                                    </span>",記錄帳單,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Balance in Odoo"">Balance in GL</span>","<span title=""Balance in Odoo"">Balance in GL</span>",
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Latest Statement"">Latest Statement</span>","<span title=""Latest Statement"">最新月結單</span>",
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> From </span>,<span>自</span>,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> To </span>,<span> 至 </span>,
account,model,"ir.ui.view,arch_db",account.view_account_config_settings,<span>(*) This configuration is related to the company you're logged into.</span>,<span>(*) This configuration is related to the company you're logged into.</span>,
account,model,"ir.ui.view,arch_db",account.account_invoice_report_duplicate,<span>Duplicate</span>,<span>複製</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Bill</span>,<span>新帳單</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Invoice</span>,<span>新發票</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New</span>,<span>新增</span>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<span>Not due</span>,<span>未到期</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Operations</span>,<span>操作</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reconciliation</span>,<span>沖帳</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reports</span>,<span>報表</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>View</span>,<span>檢視</span>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>-The Odoo Team</strong>,<strong>-Odoo團隊</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>1. Register Outstanding Invoices</strong>,<strong>1. 登記未付發票</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>2. Register Unmatched Payments</strong>,<strong>2. 登記未付發票</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Assets Management</strong>,<strong>資產管理</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Automated documents sending:</strong> automatically send your invoices by email or snail mail.,<strong>文件自動發送:</strong> 自動使用電子郵件寄送發票.,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Balance :</strong>,<strong>餘額:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Banking interface:</strong> with live bank feed synchronization and bank statement import.,<strong>Banking interface:</strong> with live bank feed synchronization and bank statement import.,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Cash transactions</strong><br/> (for which there is no invoice or bill), should be entered directly into your Cash Registers bank account.","<strong>現金交易</strong><br/> (對於沒有發票的), 應直接登記到現金帳戶.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Check the Taxes configuration:</strong>,<strong>Check the Taxes configuration:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Check unpaid invoices</strong><br/>
                                         Run an <i>Aged Receivable report</i> and check which customers still owe you money.","<strong>Check unpaid invoices</strong><br/>
                                         Run an <i>Aged Receivable report</i> and check which customers still owe you money.",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Clean customer invoices:</strong> easy to create, beautiful and full featured invoices.","<strong>Clean customer invoices:</strong> easy to create, beautiful and full featured invoices.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Comment:</strong>,<strong>備註：</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Company:</strong>,<strong>Company:</strong>,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Company:</strong>,<strong>Company:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Contracts &amp; Subscriptions</strong>,<strong>Contracts &amp; Subscriptions</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Create a Customer Invoice</strong>,<strong>Create a Customer Invoice</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create a Deposit Ticket</strong><br/>
                                        This allows you to record the different payments that constitute your bank deposit. (You may need to","<strong>Create a Deposit Ticket</strong><br/>
                                        This allows you to record the different payments that constitute your bank deposit. (You may need to",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create the bill in Odoo</strong><br/> with a proper due date, and create the vendor if it doesnt' exist yet.","<strong>Create the bill in Odoo</strong><br/> with a proper due date, and create the vendor if it doesnt' exist yet.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Customer Code:</strong>,<strong>Customer Code:</strong>,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date from :</strong>,<strong>Date from :</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date from :</strong>,<strong>Date from :</strong>,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date from :</strong>,<strong>Date from :</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date from :</strong>,<strong>Date from :</strong>,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date to :</strong>,<strong>Date to :</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date to :</strong>,<strong>Date to :</strong>,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date to :</strong>,<strong>Date to :</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date to :</strong>,<strong>Date to :</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Deposit Tickets</strong>,<strong>Deposit Tickets</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Description:</strong>,<strong>Description:</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Display Account:</strong>,<strong>Display Account:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Display Account</strong>,<strong>Display Account</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Due Date:</strong>,<strong>Due Date:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Entries Sorted By:</strong>,<strong>Entries Sorted By:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Expenses</strong>,<strong>Expenses</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Fiscal Position Remark:</strong>,<strong>財務結構註記：</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Invoice Date:</strong>,<strong>Invoice Date:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Journal:</strong>,<strong>Journal:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Journals:</strong>,<strong>Journals:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Mark the bills to pay</strong><br/>
                                        Group or filter your bills to see those due in the next week, then open each bill individually, click on <strong>'Pay'</strong> and select the payment method you prefer.","<strong>Mark the bills to pay</strong><br/>
                                        Group or filter your bills to see those due in the next week, then open each bill individually, click on <strong>'Pay'</strong> and select the payment method you prefer.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Next action:</strong><br/>,<strong>Next action:</strong><br/>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>On-the-fly payment reconciliation:</strong> automatic suggestions of outstanding payments when creating invoices.,<strong>On-the-fly payment reconciliation:</strong> automatic suggestions of outstanding payments when creating invoices.,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Or generate payment orders</strong><br/>
                                        Create a Payment Order and select the bills you'd like to pay as Entry lines (only the validated bills will appear).","<strong>Or generate payment orders</strong><br/>
                                        Create a Payment Order and select the bills you'd like to pay as Entry lines (only the validated bills will appear).",
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Partner's:</strong>,<strong>Partner's:</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Period Length (days)</strong>,<strong>Period Length (days)</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Print checks</strong><br/>
                                        From the Vendor Payments list, select those you want to pay and click on Print Check (you may first need to activate the check feature in the","<strong>Print checks</strong><br/>
                                        From the Vendor Payments list, select those you want to pay and click on Print Check (you may first need to activate the check feature in the",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Purchases</strong>,<strong>採購</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile Bank Statement</strong>,<strong>Reconcile Bank Statement</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reconcile with existing transaction</strong><br/>
                                        In this case, Odoo should automatically match the bank statement with the previously recorded check transaction.","<strong>Reconcile with existing transaction</strong><br/>
                                        In this case, Odoo should automatically match the bank statement with the previously recorded check transaction.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile your Bank Statements</strong>,<strong>Reconcile your Bank Statements</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record Bank Statement (or import file)</strong><br/>
                                        Depending on the volume of your transactions, you should be recording your bank statement every week to several times a day.","<strong>Record Bank Statement (or import file)</strong><br/>
                                        Depending on the volume of your transactions, you should be recording your bank statement every week to several times a day.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Record Bank Statement</strong>,<strong>Record Bank Statement</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record a payment by check on the Invoice</strong><br/>
                                        Simply click on the 'Pay' button.","<strong>Record a payment by check on the Invoice</strong><br/>
                                        Simply click on the 'Pay' button.",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reduced data entry:</strong> no need to manually create invoices, register bank statements, and send payment follow-ups.","<strong>Reduced data entry:</strong> no need to manually create invoices, register bank statements, and send payment follow-ups.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Reference:</strong>,<strong>Reference:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Revenue Recognition</strong>,<strong>Revenue Recognition</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Send follow-up letters</strong>,<strong>Send follow-up letters</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Sorted By:</strong>,<strong>Sorted By:</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Source:</strong>,<strong>來源：</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Start Date:</strong>,<strong>Start Date:</strong>,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Subtotal :</strong>,<strong>Subtotal :</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Subtotal</strong>,<strong>Subtotal</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Test the following three scenarios in order to assist you in familiarizing yourself with Odoo:</strong>,<strong>Test the following three scenarios in order to assist you in familiarizing yourself with Odoo:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>There are three different levels of access rights in Odoo:</strong>,<strong>There are three different levels of access rights in Odoo:</strong>,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>There is nothing due with this customer.</strong>,<strong>There is nothing due with this customer.</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Total</strong>,<strong>合計</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Total</strong>,<strong>合計</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Validate the bill</strong><br/> after encoding the products and taxes.,<strong>Validate the bill</strong><br/> after encoding the products and taxes.,
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.","A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",
account,code,addons/account/models/account_invoice.py,1438,A Payment Term should have its last line of type Balance.,A Payment Term should have its last line of type Balance.,
account,code,addons/account/models/account_invoice.py,1441,A Payment Term should have only one line of type Balance.,A Payment Term should have only one line of type Balance.,
account,code,addons/account/models/account.py,553,A bank account can only belong to one journal.,A bank account can only belong to one journal.,
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.","A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",
account,model,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account.,A bank statement line is a financial transaction on a bank account.,
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.","A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.","A journal is used to record transactions of all accounting data
                related to the day-to-day business.",
account,model,"ir.ui.view,arch_db",account.account_planner,A list of common taxes and their rates.,A list of common taxes and their rates.,
account,model,"ir.ui.view,arch_db",account.account_planner,A list of your customer and supplier payment terms.,A list of your customer and supplier payment terms.,
